,Area Code,Year Code,Gender Code,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PAFpercent
10366,1,1,0,189,6,6,17291,1091,549,85,42,22,175,586,38,56
10367,1,2,0,180,5,5,17354,1040,509,85,48,26,183,701,46,38
10368,1,3,0,200,6,6,17422,1149,560,85,50,25,183,625,40,56
10369,1,4,0,169,4,4,17503,965,475,84,45,26,159,480,31,40
10380,1,0,0,728,5,5,169460,430,485,79,293,40,191,5190,32,50
10381,1,1,0,761,5,5,173691,438,498,80,311,41,200,4937,30,56
10382,1,2,0,812,6,6,178504,455,512,80,298,37,182,5481,32,48
10383,1,3,0,749,6,6,182655,410,459,80,277,37,164,4934,28,45
10384,1,4,0,863,5,5,186775,462,510,80,329,38,190,5534,31,50
10395,1,0,0,288,4,4,40564,709,454,85,78,27,155,1306,35,41
10396,1,1,0,312,4,4,40515,771,480,86,67,22,120,876,24,39
10397,1,2,0,294,6,6,40634,724,450,84,73,25,125,956,26,42
10398,1,3,0,318,5,5,40756,780,480,85,76,24,135,995,27,42
10399,1,4,0,293,5,5,40733,720,438,84,86,29,144,953,26,46
10415,1,0,0,103,5,5,9384,1098,535,84,23,22,204,333,40,65
10416,1,1,0,113,5,5,9267,1219,593,85,32,28,283,433,53,44
10417,1,2,0,105,5,5,9128,1150,509,87,23,22,187,250,31,30
10418,1,3,0,102,5,5,9072,1124,546,85,26,26,230,446,56,58
10419,1,4,0,116,5,5,8967,1294,623,86,22,19,224,410,52,64
10420,1,0,0,117,4,4,19509,599,384,87,21,18,121,316,18,46
10422,1,2,0,106,5,5,20240,524,354,86,23,22,120,459,25,46
10423,1,3,0,91,5,5,20454,444,298,86,21,23,104,263,14,40
10424,1,4,0,106,5,5,20811,511,320,87,21,20,100,286,15,39
10425,1,0,0,107,6,6,16865,637,434,84,34,32,164,609,39,56
10426,1,1,0,107,4,4,17236,623,442,83,28,26,129,489,30,54
10427,1,2,0,105,4,4,17532,600,418,84,26,25,110,325,20,38
10428,1,3,0,117,4,4,17781,660,460,84,31,27,138,554,33,48
10429,1,4,0,131,5,5,18059,727,525,84,35,27,150,529,31,52
10435,1,0,0,169,5,5,37492,450,476,85,48,28,142,914,26,51
10436,1,1,0,165,6,6,40678,406,456,83,48,29,130,978,25,44
10437,1,2,0,166,5,5,44115,376,446,84,37,22,97,716,17,38
10438,1,3,0,186,5,5,47711,390,481,81,58,31,140,1027,22,39
10439,1,4,0,218,5,5,51667,421,524,82,69,32,159,1185,24,50
10440,1,0,0,408,5,5,80081,509,567,80,150,37,194,2854,37,53
10441,1,1,0,398,6,6,81551,488,522,79,163,41,198,2509,32,51
10442,1,2,0,423,5,5,83196,508,534,81,152,36,180,2340,30,47
10443,1,3,0,410,5,5,84763,484,502,79,165,40,190,2583,32,52
10444,1,4,0,449,5,5,86260,521,524,80,179,40,197,3048,37,37
10445,1,0,0,236,5,5,46667,505,336,87,50,21,104,756,18,37
10446,1,1,0,233,4,4,47683,488,314,87,45,19,90,694,16,46
10447,1,2,0,222,6,6,48429,458,297,87,38,17,78,446,10,44
10448,1,3,0,226,6,6,48910,463,288,88,41,18,80,818,18,35
10449,1,4,0,302,5,5,49476,611,399,86,66,22,126,1042,23,42
10450,1,0,0,1024,5,5,177860,576,418,84,255,25,149,3996,24,47
10451,1,1,0,1023,5,5,180460,567,413,85,257,25,147,4315,26,48
10452,1,2,0,966,4,4,183712,526,379,85,226,23,128,4059,24,51
10453,1,3,0,987,4,4,185841,531,379,85,243,25,133,4113,24,44
10454,1,4,0,1062,5,5,187713,566,412,84,303,29,162,4701,27,44
10460,1,0,0,1610,4,4,170604,944,494,85,389,24,185,5216,34,46
10461,1,1,0,1630,5,5,172162,947,489,85,363,22,171,5079,33,47
10462,1,2,0,1559,5,5,173579,898,472,85,372,24,174,4927,32,46
10463,1,3,0,1640,5,5,174743,938,493,84,394,24,178,5344,34,46
10464,1,4,0,1632,5,5,175714,929,490,84,422,26,185,5485,35,44
10470,1,0,0,239,5,5,27968,854,597,83,60,25,186,963,37,61
10471,1,1,0,252,6,6,28400,887,639,82,75,30,236,1074,41,48
10472,1,2,0,233,6,6,28861,806,584,83,69,30,207,988,37,48
10473,1,3,0,238,5,5,29445,807,599,84,64,27,196,916,34,43
10474,1,4,0,231,4,4,29844,773,572,81,74,32,208,1015,37,39
10475,1,0,0,250,5,5,25917,965,490,83,81,32,222,1071,47,54
10476,1,1,0,257,5,5,25951,991,463,85,58,23,154,824,36,38
10477,1,2,0,263,4,4,25881,1016,472,85,58,22,158,900,40,58
10478,1,3,0,246,5,5,25886,951,438,85,63,26,165,774,34,48
10479,1,4,0,292,5,5,25828,1130,530,85,76,26,222,1109,49,53
10485,1,0,0,280,4,4,37842,740,418,83,74,26,156,933,27,42
10486,1,1,0,309,4,4,38361,806,444,85,74,24,156,989,29,42
10487,1,2,0,316,4,4,38808,814,445,86,69,22,147,1053,30,36
10488,1,3,0,314,5,5,39371,798,441,86,82,26,169,1228,35,52
10489,1,4,0,310,6,6,39823,778,435,85,81,26,165,1451,41,41
10508,1,3,0,86,5,5,6416,1339,678,82,27,31,310,330,58,32
10510,1,0,0,546,5,5,107221,509,452,85,130,24,137,2116,21,43
10511,1,1,0,543,6,6,108884,499,455,83,166,30,168,3209,31,48
10512,1,2,0,510,5,5,111562,457,415,84,128,25,127,2100,20,51
10513,1,3,0,512,5,5,113298,452,411,84,157,31,152,3043,28,46
10514,1,4,0,569,6,6,115346,494,445,84,163,29,157,2745,25,45
10515,1,0,0,188,5,5,25823,728,497,83,50,27,181,733,31,45
10516,1,1,0,233,4,4,26111,893,622,82,73,31,258,1329,56,51
10517,1,2,0,204,5,5,26482,770,528,82,64,32,217,912,38,47
10518,1,3,0,190,4,4,26890,706,497,80,63,33,218,892,36,61
10519,1,4,0,219,6,6,27171,805,555,82,67,31,233,1408,56,60
10530,1,0,0,225,5,5,19101,1180,534,83,60,27,203,779,47,50
10531,1,1,0,209,5,5,19250,1086,472,84,60,29,186,772,46,46
10532,1,2,0,211,4,4,19349,1092,464,84,51,24,163,583,35,52
10533,1,3,0,228,6,6,19448,1174,540,83,63,27,231,880,52,46
10534,1,4,0,211,4,4,19599,1075,445,83,62,30,177,702,42,40
10535,1,0,0,557,5,5,102467,544,451,83,151,27,146,2534,26,54
10536,1,1,0,521,5,5,103570,503,416,83,141,27,137,2582,27,47
10537,1,2,0,518,5,5,105052,494,391,84,131,25,122,1954,20,52
10538,1,3,0,542,5,5,105648,513,386,85,143,26,124,2112,22,43
10539,1,4,0,650,4,4,106308,611,470,83,152,24,137,2716,27,45
10540,1,0,0,73,5,5,6232,1179,610,81,22,30,258,288,53,60
10546,1,1,0,66,6,6,4856,1368,779,82,26,39,431,282,65,68
10550,1,0,0,517,5,5,76788,673,402,86,85,16,106,1322,19,38
10551,1,1,0,469,5,5,77733,604,365,86,95,20,116,1410,20,47
10552,1,2,0,479,6,6,79197,605,368,87,97,20,115,1323,18,43
10553,1,3,0,469,5,5,79985,587,361,87,96,20,114,1429,20,42
10554,1,4,0,486,5,5,80587,604,373,86,99,20,115,1536,21,43
10565,1,0,0,138,4,4,14744,933,529,84,38,28,225,650,49,49
10566,1,1,0,171,4,4,14939,1146,667,82,48,28,263,648,48,44
10567,1,2,0,143,5,5,15071,947,504,84,33,23,159,299,22,46
10568,1,3,0,130,5,5,15222,855,493,79,42,32,210,499,36,43
10569,1,4,0,152,4,4,15392,990,549,83,39,25,192,419,30,56
10575,1,0,0,97,5,5,13007,747,468,83,27,27,196,405,34,25
10576,1,1,0,91,4,4,13141,694,466,81,27,30,203,440,37,41
10577,1,2,0,94,6,6,13252,710,440,84,24,26,171,296,24,60
10578,1,3,0,88,4,4,13363,660,410,83,28,31,200,653,54,47
10579,1,4,0,106,6,6,13505,786,454,87,29,27,204,470,38,42
10590,1,0,0,191,6,6,32964,580,493,84,51,27,145,952,31,49
10591,1,1,0,214,5,5,33231,644,536,85,59,27,160,857,28,62
10592,1,2,0,200,5,5,33487,597,500,84,59,30,161,862,28,56
10593,1,3,0,207,5,5,33628,616,513,82,61,30,163,896,28,46
10594,1,4,0,178,4,4,33792,527,414,83,59,33,150,655,21,45
10600,1,0,0,110,5,5,9513,1154,651,82,29,26,251,535,63,61
10603,1,3,0,93,4,4,9565,968,517,84,22,24,167,280,33,36
10604,1,4,0,91,4,4,9544,950,538,83,21,23,181,407,48,57
10605,1,0,0,535,6,6,74232,721,418,88,80,15,104,1107,16,45
10606,1,1,0,551,6,6,74814,736,405,89,77,14,96,1291,19,54
10607,1,2,0,560,6,6,75743,739,423,88,83,15,102,1268,18,42
10608,1,3,0,543,6,6,76500,710,421,88,94,17,111,1464,21,35
10609,1,4,0,582,6,6,77177,754,462,88,124,21,146,1976,28,33
10615,1,0,0,523,6,6,95946,545,459,85,129,25,143,2004,22,42
10616,1,1,0,492,5,5,97235,506,429,85,117,24,128,2150,24,45
10617,1,2,0,506,5,5,99059,511,424,86,114,22,120,1969,21,45
10618,1,3,0,454,4,4,100395,452,381,85,114,25,119,1919,20,48
10619,1,4,0,503,5,5,101711,494,406,85,116,23,115,1870,20,47
10621,1,1,0,97,5,5,9088,1069,584,85,23,24,211,395,49,56
10624,1,4,0,85,4,4,9050,944,515,83,21,25,182,315,39,48
10630,1,0,0,142,5,5,14580,973,508,86,32,22,175,471,36,34
10631,1,1,0,146,5,5,14638,997,508,84,41,28,194,468,36,54
10632,1,2,0,165,5,5,14697,1122,558,85,40,24,180,455,34,25
10633,1,3,0,168,6,6,14644,1147,599,86,46,27,244,744,57,39
10634,1,4,0,157,5,5,14638,1072,594,82,48,31,243,676,52,40
10636,1,1,0,103,6,6,11244,918,415,88,21,20,129,255,26,43
10640,1,0,0,442,6,6,62646,705,350,89,59,13,87,1037,18,51
10641,1,1,0,420,5,5,63211,664,314,89,46,11,65,563,10,54
10642,1,2,0,425,4,4,64285,660,335,88,72,17,104,1064,18,60
10643,1,3,0,382,5,5,65149,586,297,88,67,18,96,961,16,37
10644,1,4,0,396,6,6,65849,601,296,89,68,17,94,1008,17,40
10655,1,0,0,974,6,6,102537,949,520,85,222,23,176,3204,35,49
10656,1,1,0,882,4,4,103218,855,460,85,186,21,147,2641,28,50
10657,1,2,0,948,6,6,103920,912,496,85,235,25,181,3291,35,44
10658,1,3,0,974,5,5,104550,932,498,85,229,24,172,3131,33,48
10659,1,4,0,948,6,6,105237,900,480,85,230,24,172,3163,34,45
10660,1,0,0,128,4,4,18545,693,414,88,24,18,120,235,14,40
10661,1,1,0,121,4,4,19043,636,408,87,21,17,109,365,21,46
10663,1,3,0,104,5,5,19837,526,343,85,24,23,113,393,22,42
10664,1,4,0,87,5,5,20188,429,267,87,20,23,99,475,26,52
10670,1,0,0,163,5,5,22592,723,446,84,49,30,188,936,45,51
10671,1,1,0,174,5,5,22578,768,467,84,50,29,187,719,35,46
10672,1,2,0,194,5,5,22438,864,519,83,55,28,198,890,44,51
10673,1,3,0,183,5,5,22343,821,483,83,50,27,179,784,39,52
10674,1,4,0,173,4,4,22282,775,458,84,48,28,181,873,43,50
10675,1,0,0,95,5,5,10491,906,544,82,27,28,212,532,56,48
10676,1,1,0,86,5,5,10550,815,479,81,29,34,214,371,39,52
10678,1,3,0,116,5,5,10527,1102,660,77,46,40,337,745,79,44
10679,1,4,0,106,5,5,10460,1014,533,82,27,26,192,373,40,41
10680,1,0,0,414,6,6,103306,400,453,80,153,37,170,2789,28,48
10681,1,1,0,429,4,4,106211,404,454,81,141,33,147,2585,26,51
10682,1,2,0,435,5,5,109097,399,440,81,151,35,155,2656,26,41
10683,1,3,0,427,4,4,111831,382,414,80,139,32,137,2163,20,46
10684,1,4,0,431,5,5,114175,378,397,82,139,32,134,2231,21,47
10695,1,0,0,262,5,5,39361,666,537,80,91,35,222,1485,40,46
10696,1,1,0,230,4,4,40306,571,465,80,83,36,201,1421,38,49
10697,1,2,0,233,5,5,41221,564,443,83,61,26,137,851,22,56
10698,1,3,0,224,5,5,42292,531,415,82,65,29,145,1080,27,54
10699,1,4,0,278,5,5,43325,642,503,81,89,32,185,1233,30,45
10700,1,0,0,558,6,6,46371,1204,540,84,138,25,212,1945,48,44
10701,1,1,0,566,5,5,46819,1209,517,84,132,23,184,1575,39,48
10702,1,2,0,523,4,4,47105,1111,470,84,128,24,167,1604,39,54
10703,1,3,0,532,4,4,47577,1119,457,85,122,23,157,1445,35,48
10704,1,4,0,569,5,5,47779,1191,492,84,130,23,170,1622,40,51
10705,1,0,0,95,4,4,12106,788,492,86,25,26,172,337,30,64
10706,1,1,0,126,5,5,12217,1031,640,84,34,27,218,446,40,34
10707,1,2,0,109,6,6,12340,884,558,84,27,25,181,521,46,47
10708,1,3,0,95,6,6,12455,761,503,78,39,41,254,558,50,41
10709,1,4,0,110,4,4,12536,874,538,80,38,35,230,394,35,44
10718,1,3,0,98,5,5,16462,595,306,88,21,21,101,278,19,33
10719,1,4,0,107,5,5,16604,644,326,89,23,22,106,233,16,61
10731,1,1,0,53,6,6,8015,661,625,76,25,47,315,425,56,44
10735,1,0,0,123,6,6,9945,1237,551,86,23,19,173,348,40,78
10736,1,1,0,102,4,4,9979,1022,486,85,23,22,189,325,37,39
10737,1,2,0,104,6,6,10038,1036,471,86,28,27,196,405,46,50
10738,1,3,0,116,5,5,10075,1152,515,86,26,22,182,352,40,54
10739,1,4,0,123,5,5,10084,1220,562,80,40,32,246,530,60,55
10744,1,4,0,59,5,5,6603,888,658,82,20,35,304,365,60,30
10755,1,0,0,748,4,4,80457,930,564,85,194,26,235,3106,42,56
10756,1,1,0,779,4,4,81098,960,585,85,178,23,209,2464,33,53
10757,1,2,0,685,5,5,81869,837,518,86,154,22,179,2247,30,52
10758,1,3,0,728,4,4,82634,881,560,85,165,23,188,2794,37,44
10759,1,4,0,716,4,4,83462,858,550,85,176,25,197,2773,36,56
10760,1,0,0,140,5,5,37076,378,301,86,32,23,79,548,16,50
10761,1,1,0,146,5,5,37576,389,309,86,35,24,85,450,13,32
10762,1,2,0,122,5,5,38246,319,247,86,29,24,69,520,14,37
10763,1,3,0,137,4,4,38661,356,273,82,43,31,100,746,21,62
10764,1,4,0,133,4,4,39009,340,254,82,37,28,85,561,16,50
10765,1,0,0,940,5,5,133272,705,407,87,157,17,108,2346,19,43
10766,1,1,0,967,5,5,134800,717,407,87,181,19,122,2709,22,43
10767,1,2,0,892,5,5,136605,653,373,88,152,17,100,2299,18,40
10768,1,3,0,874,4,4,137637,635,364,88,169,19,110,2602,21,46
10769,1,4,0,948,6,6,138942,682,385,88,176,19,114,2682,21,41
10775,1,0,0,173,5,5,20887,830,530,85,42,24,192,794,42,44
10776,1,1,0,153,6,6,21130,726,452,85,41,27,175,444,23,59
10777,1,2,0,175,6,6,21383,819,531,84,41,23,181,917,47,51
10778,1,3,0,190,5,5,21667,877,605,82,58,30,261,865,44,37
10779,1,4,0,161,5,5,21935,736,470,85,48,30,197,779,39,49
10781,1,1,0,72,6,6,7581,955,557,85,21,29,268,358,53,47
10785,1,0,0,606,6,6,113061,536,438,85,148,24,140,2721,26,49
10786,1,1,0,598,5,5,116288,515,425,84,137,23,123,2313,21,55
10787,1,2,0,471,5,5,120634,391,331,84,126,27,112,2187,19,53
10788,1,3,0,520,6,6,123995,420,352,82,156,30,132,2629,23,41
10789,1,4,0,513,5,5,127003,404,327,85,134,26,112,2781,23,45
10790,1,0,0,560,4,4,99381,564,606,80,198,35,215,3266,34,45
10791,1,1,0,505,5,5,101327,498,519,81,183,36,188,3298,34,50
10792,1,2,0,501,5,5,103184,485,506,82,167,33,167,2533,26,46
10793,1,3,0,501,4,4,105033,477,482,81,193,38,186,3331,33,47
10794,1,4,0,566,4,4,107188,528,524,79,221,39,203,3631,36,40
10795,1,0,0,450,5,5,40865,1101,484,85,98,22,172,1387,39,47
10796,1,1,0,415,6,6,41467,1001,444,86,89,21,168,1495,42,47
10797,1,2,0,385,4,4,42145,913,380,85,81,21,126,904,25,43
10798,1,3,0,463,4,4,42913,1079,466,85,113,24,190,1552,42,46
10799,1,4,0,461,5,5,43677,1055,439,85,98,21,152,1148,30,45
10800,1,0,0,292,5,5,35459,824,478,84,80,28,168,1115,35,48
10801,1,1,0,293,5,5,35840,817,484,82,90,31,191,1283,40,52
10802,1,2,0,284,6,6,36252,784,443,83,86,30,169,1117,34,56
10803,1,3,0,300,4,4,36502,822,468,82,98,33,198,1420,43,52
10804,1,4,0,280,5,5,36899,758,427,82,80,29,166,1290,39,39
10805,1,0,0,144,5,5,28345,507,521,81,47,33,162,702,26,66
10806,1,1,0,123,4,4,28660,428,442,78,52,42,180,990,36,51
10807,1,2,0,135,4,4,29163,462,484,81,48,36,162,815,29,45
10808,1,3,0,106,5,5,29770,356,362,79,37,35,115,484,17,42
10809,1,4,0,123,5,5,30184,406,393,82,40,33,126,570,20,42
10810,1,0,0,468,5,5,74069,632,442,86,99,21,147,1754,26,44
10811,1,1,0,451,5,5,75011,601,424,86,92,20,132,1623,23,54
10812,1,2,0,428,4,4,76598,559,401,86,101,24,141,1636,23,41
10813,1,3,0,477,5,5,77463,616,440,87,94,20,130,1501,21,44
10814,1,4,0,461,5,5,78234,589,438,85,117,25,158,1749,24,44
10815,1,0,0,112,4,4,11621,962,540,83,34,30,235,550,53,50
10816,1,1,0,122,5,5,11671,1046,589,82,37,30,268,595,57,50
10817,1,2,0,103,5,5,11701,882,478,82,30,29,194,427,41,49
10818,1,3,0,95,6,6,11748,812,457,80,28,30,200,442,42,43
10819,1,4,0,101,4,4,11839,857,430,82,26,25,164,364,35,41
10820,1,0,0,386,5,5,60400,640,402,87,66,17,112,989,18,44
10821,1,1,0,365,4,4,61812,590,375,87,64,18,108,945,17,35
10822,1,2,0,357,6,6,63569,562,353,87,71,20,115,1104,19,54
10823,1,3,0,371,6,6,64908,572,372,86,77,21,122,1093,18,43
10824,1,4,0,351,4,4,66960,524,322,88,55,16,84,784,13,49
10825,1,0,0,229,4,4,35316,648,473,83,60,26,154,930,28,48
10826,1,1,0,266,6,6,35841,742,549,81,91,34,229,1321,40,57
10827,1,2,0,250,6,6,36144,692,495,82,70,28,171,1090,33,54
10828,1,3,0,253,4,4,36678,690,490,82,66,26,161,1053,31,48
10829,1,4,0,273,5,5,37208,734,514,82,80,29,182,1149,34,55
10830,1,0,0,557,6,6,50640,1101,534,84,156,28,201,1720,38,46
10831,1,1,0,562,5,5,51323,1096,525,84,114,20,153,1454,32,54
10832,1,2,0,513,4,4,51937,988,461,84,121,24,145,1282,28,46
10833,1,3,0,514,4,4,52586,977,473,83,137,27,176,1720,37,48
10834,1,4,0,532,6,6,53255,1000,475,83,146,28,174,1591,34,41
10835,1,0,0,87,5,5,11488,758,689,81,30,34,266,532,49,49
10837,1,2,0,70,4,4,11632,605,540,83,21,29,178,241,22,39
10838,1,3,0,72,5,5,11587,624,571,80,27,37,231,442,40,55
10839,1,4,0,73,5,5,11723,623,547,81,23,31,177,441,40,54
10840,1,0,0,86,5,5,9869,873,558,81,29,33,225,353,39,43
10841,1,1,0,67,5,5,9891,675,418,83,24,35,190,323,36,48
10843,1,3,0,79,5,5,9920,797,505,80,23,29,169,269,30,63
10845,1,0,0,70,5,5,7201,970,512,84,22,31,221,248,38,59
10846,1,1,0,84,6,6,7212,1162,657,84,26,31,307,500,77,42
10847,1,2,0,77,5,5,7203,1067,583,83,21,27,228,264,41,67
10854,1,4,0,99,5,5,22486,441,368,84,21,21,105,350,17,38
10855,1,0,0,818,5,5,114309,716,422,86,154,19,124,2503,24,40
10856,1,1,0,763,4,4,114980,663,381,87,153,20,118,2245,21,44
10857,1,2,0,817,5,5,115584,707,405,86,155,19,118,2411,23,45
10858,1,3,0,789,6,6,116311,678,382,87,144,18,106,1895,18,40
10859,1,4,0,820,4,4,117141,700,399,86,167,20,124,2453,23,40
10860,1,0,0,273,4,4,102228,267,364,79,110,40,147,2112,21,52
10861,1,1,0,274,4,4,106712,257,359,79,113,41,146,2199,21,46
10862,1,2,0,255,6,6,112223,227,313,81,99,39,124,1926,18,49
10863,1,3,0,294,6,6,115853,254,343,79,120,41,140,2407,22,47
10864,1,4,0,307,6,6,118965,258,334,78,139,45,156,2686,24,52
10865,1,0,0,245,5,5,30825,794,486,84,62,25,175,941,34,63
10866,1,1,0,252,5,5,31117,809,510,83,74,30,209,1158,41,53
10867,1,2,0,265,4,4,31312,845,507,84,65,25,178,1135,40,48
10868,1,3,0,244,5,5,31540,773,466,83,65,27,173,922,32,51
10869,1,4,0,274,4,4,31712,863,512,85,79,29,205,1089,38,47
10880,1,0,0,304,5,5,80025,380,385,84,82,27,98,1409,18,52
10881,1,1,0,280,4,4,82111,342,338,83,79,28,89,1105,14,43
10882,1,2,0,299,5,5,84783,352,338,85,84,28,94,1261,16,42
10883,1,3,0,340,6,6,86833,391,378,84,83,24,87,1344,16,36
10884,1,4,0,342,4,4,89690,381,363,85,87,26,92,1538,18,44
10885,1,0,0,498,6,6,47446,1050,470,85,100,20,154,1242,30,51
10886,1,1,0,483,6,6,48254,1001,442,85,107,22,159,1484,35,42
10887,1,2,0,514,4,4,48969,1050,471,85,134,26,194,1591,37,42
10888,1,3,0,512,6,6,49537,1034,463,85,122,24,180,1677,39,49
10889,1,4,0,512,5,5,49926,1026,460,86,117,23,179,1608,37,44
10905,1,0,0,215,4,4,32320,665,460,84,55,26,173,912,31,57
10906,1,1,0,239,5,5,32625,733,495,85,63,26,196,1294,43,43
10907,1,2,0,218,4,4,32890,664,452,84,59,27,176,1065,35,48
10908,1,3,0,242,5,5,33076,730,489,84,66,27,193,978,32,41
10909,1,4,0,260,5,5,33308,782,498,86,53,20,152,754,25,45
10930,1,0,0,192,5,5,36268,529,379,87,41,21,123,713,21,46
10931,1,1,0,166,4,4,36667,453,325,86,29,18,86,542,16,45
10932,1,2,0,153,4,4,37459,408,288,89,31,20,90,422,12,45
10933,1,3,0,197,5,5,37730,522,390,86,48,24,138,604,17,50
10934,1,4,0,189,5,5,37771,500,385,84,39,21,113,612,17,51
10945,1,0,0,193,4,4,39034,494,338,88,27,14,73,502,14,53
10946,1,1,0,202,5,5,40081,503,338,89,25,12,64,471,13,48
10947,1,2,0,199,4,4,41065,484,323,89,32,16,80,350,9,55
10948,1,3,0,208,4,4,41411,503,358,87,36,17,86,548,14,39
10949,1,4,0,214,4,4,41980,510,350,89,39,18,92,567,14,44
10950,1,0,0,249,4,4,24968,998,497,85,55,22,155,827,37,42
10951,1,1,0,238,4,4,25470,935,458,85,48,20,131,763,34,29
10952,1,2,0,242,5,5,25841,937,472,84,54,22,150,678,30,41
10953,1,3,0,206,5,5,26270,784,381,84,46,22,120,537,23,46
10954,1,4,0,261,5,5,26665,979,475,85,63,24,163,848,36,52
10955,1,0,0,145,4,4,24210,600,540,85,42,29,170,720,32,39
10956,1,1,0,135,4,4,24826,542,484,85,46,34,180,729,31,58
10957,1,2,0,155,5,5,25402,610,541,85,51,33,189,675,28,43
10958,1,3,0,119,4,4,25867,460,403,86,33,28,120,498,20,53
10959,1,4,0,156,4,4,26390,592,503,86,45,29,152,548,22,33
10960,1,0,0,815,5,5,104872,777,476,84,212,26,185,3332,35,47
10961,1,1,0,820,6,6,106141,772,469,84,207,25,176,3004,31,46
10962,1,2,0,819,4,4,107517,762,451,85,185,23,157,2637,27,46
10963,1,3,0,821,5,5,108640,756,453,84,191,23,158,2718,28,47
10964,1,4,0,824,5,5,109635,752,442,85,196,24,161,3084,31,46
10965,1,0,0,178,6,6,30338,588,339,88,41,23,120,642,23,51
10966,1,1,0,157,5,5,30481,516,292,88,28,18,82,502,18,47
10967,1,2,0,154,4,4,30976,498,272,89,27,17,79,456,16,41
10968,1,3,0,153,5,5,31216,491,264,88,26,17,67,251,9,35
10969,1,4,0,215,5,5,31437,684,375,87,51,24,141,732,26,44
10982,1,2,0,74,4,4,6364,1162,572,85,20,28,189,171,30,34
10990,1,0,0,446,6,6,52254,853,544,84,103,23,182,1750,37,53
10991,1,1,0,424,4,4,53363,795,504,84,110,26,183,1683,34,41
10992,1,2,0,424,5,5,54271,782,492,84,107,25,178,1763,36,55
10993,1,3,0,414,4,4,55286,749,471,84,113,27,173,1482,29,38
10994,1,4,0,465,6,6,56426,823,520,84,103,22,163,1589,31,52
10995,1,0,0,456,5,5,64459,707,411,87,97,21,133,1440,24,46
10996,1,1,0,377,4,4,65019,580,338,87,74,20,102,1144,19,53
10997,1,2,0,450,6,6,65907,683,390,87,99,22,128,1423,24,50
10998,1,3,0,453,6,6,66572,680,392,87,106,23,140,1800,30,46
10999,1,4,0,486,4,4,67197,723,418,86,124,26,154,1485,24,39
11000,1,0,0,176,5,5,16614,1058,463,86,39,22,141,495,34,49
11001,1,1,0,154,5,5,17102,900,424,85,41,27,166,575,38,42
11002,1,2,0,190,5,5,17561,1080,510,83,40,21,163,562,36,51
11003,1,3,0,181,6,6,18061,1002,484,82,56,31,199,632,40,55
11004,1,4,0,176,5,5,18563,947,454,84,41,23,155,609,37,64
11005,1,0,0,169,5,5,24331,693,446,84,43,25,143,652,29,58
11006,1,1,0,187,5,5,25134,744,460,84,52,28,161,713,31,44
11007,1,2,0,185,6,6,25864,715,443,84,52,28,155,712,30,45
11008,1,3,0,204,5,5,26628,765,482,85,40,20,120,568,23,51
11009,1,4,0,196,4,4,27350,715,467,84,52,26,144,613,24,55
11010,1,0,0,468,5,5,52687,888,398,88,59,13,94,681,14,37
11011,1,1,0,444,5,5,53526,830,376,89,79,18,127,1346,28,44
11012,1,2,0,425,5,5,54321,782,360,89,65,15,97,805,16,46
11013,1,3,0,370,5,5,55142,671,317,88,71,19,110,1129,23,49
11014,1,4,0,470,5,5,55777,843,397,89,80,17,120,1010,20,38
11017,1,2,0,77,5,5,7142,1076,460,85,22,28,177,227,36,39
11018,1,3,0,77,6,6,7158,1074,496,85,22,28,216,281,45,55
11019,1,4,0,80,5,5,7161,1116,496,88,21,26,204,252,40,65
11020,1,0,0,664,5,5,90325,735,405,88,101,15,108,1697,20,46
11021,1,1,0,647,6,6,91651,706,387,88,110,17,114,1609,19,48
11022,1,2,0,659,6,6,92831,710,388,89,91,14,91,1417,17,38
11023,1,3,0,583,6,6,93654,622,350,89,83,14,82,1144,13,39
11024,1,4,0,598,5,5,94561,632,352,89,106,18,105,1741,20,45
11025,1,0,0,518,5,5,99837,519,458,83,142,27,140,2661,28,42
11026,1,1,0,541,6,6,101310,534,462,83,149,28,142,2339,25,47
11027,1,2,0,543,5,5,102479,530,461,83,140,26,131,2620,27,43
11028,1,3,0,512,6,6,103203,496,414,83,143,28,130,2256,23,52
11029,1,4,0,564,5,5,103101,547,448,82,184,33,165,3017,31,48
11035,1,0,0,171,5,5,18763,913,478,85,42,24,184,546,33,48
11036,1,1,0,179,5,5,18881,949,468,86,32,18,133,505,30,31
11037,1,2,0,201,5,5,18896,1064,536,86,51,25,213,804,48,56
11038,1,3,0,207,5,5,18903,1095,548,86,53,26,214,730,44,41
11039,1,4,0,193,5,5,18901,1023,505,85,49,25,182,503,30,50
11040,1,0,0,218,6,6,46559,469,495,83,72,33,163,1385,31,42
11041,1,1,0,228,5,5,49243,464,484,83,73,32,154,1179,25,44
11042,1,2,0,209,4,4,51670,405,428,81,67,32,134,1639,33,47
11043,1,3,0,217,5,5,54162,402,428,82,67,31,128,1092,21,44
11044,1,4,0,211,4,4,56603,372,395,81,77,36,143,1433,27,49
11045,1,0,0,659,6,6,149654,440,482,82,199,30,146,3608,25,50
11046,1,1,0,593,5,5,156148,380,419,82,206,35,150,3453,23,50
11047,1,2,0,655,4,4,162980,402,438,83,211,32,145,3564,23,48
