,Areas,Area Code,Regions,Year Code,year,Gender Code,Gender,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PotentialAvoidableFatalities,PAFpercent
12509,Local Government Area (LGA),1,Melville (C),4,2019,0,Females,367.0,5.08,5.0803550475543116,52846.0,695.1,314.1,88.0,52.0,14.2,82.5,679.0,14.4,15,29.4
12555,Local Government Area (LGA),1,Mundaring (S),0,2015,0,Females,97.0,4.898,4.898365051689598,18884.0,513.7,356.7,85.0,29.0,29.4,123.9,404.0,23.1,10,35.8
12556,Local Government Area (LGA),1,Mundaring (S),1,2016,0,Females,80.0,5.946,5.946174826005239,18583.0,432.8,355.8,84.0,23.0,29.0,103.0,446.0,25.6,11,48.3
12557,Local Government Area (LGA),1,Mundaring (S),2,2017,0,Females,104.0,5.161,5.161450965688265,18479.0,563.2,436.2,85.0,34.0,33.1,140.6,399.0,23.1,14,40.0
12558,Local Government Area (LGA),1,Mundaring (S),3,2018,0,Females,86.0,5.634,5.633826841595511,18636.0,464.0,355.1,84.0,26.0,30.0,106.0,328.0,18.9,13,49.0
12559,Local Government Area (LGA),1,Mundaring (S),4,2019,0,Females,83.0,5.22,5.22011642189908,18704.0,442.5,327.0,85.0,21.0,25.3,90.1,287.0,16.6,10,48.9
12567,Local Government Area (LGA),1,Murray (S),2,2017,0,Females,46.0,4.287,4.28721399863007,8622.0,534.3,378.1,79.5,22.0,47.5,200.1,293.0,37.2,8,38.2
12569,Local Government Area (LGA),1,Murray (S),4,2019,0,Females,52.0,4.397,4.396760594525429,8948.0,584.8,392.5,82.0,23.0,43.5,199.8,346.0,42.7,12,53.0
12650,Local Government Area (LGA),1,Rockingham (C),0,2015,0,Females,316.0,4.62,4.61970718188317,63144.0,500.4,470.9,82.0,111.0,35.1,186.2,2011.0,33.7,53,47.7
12651,Local Government Area (LGA),1,Rockingham (C),1,2016,0,Females,334.0,4.473,4.472526474041009,64697.0,516.3,495.8,83.0,101.0,30.2,165.2,1630.0,26.7,43,42.6
12652,Local Government Area (LGA),1,Rockingham (C),2,2017,0,Females,303.0,5.943,5.942594646808449,65679.0,461.3,436.3,82.0,89.0,29.4,140.0,1692.0,27.3,53,59.6
12653,Local Government Area (LGA),1,Rockingham (C),3,2018,0,Females,327.0,5.496,5.496140418443776,67055.0,487.7,455.9,79.0,134.0,41.0,203.8,2298.0,36.4,62,46.3
12654,Local Government Area (LGA),1,Rockingham (C),4,2019,0,Females,322.0,5.432,5.432213367020449,68304.0,471.4,423.3,82.0,106.0,32.9,154.7,1802.0,28.1,50,47.2
12663,Local Government Area (LGA),1,Serpentine-Jarrahdale (S),3,2018,0,Females,42.0,4.137,4.13711153315718,15324.0,273.7,400.1,70.0,26.0,61.9,195.3,478.0,32.1,14,53.8
12670,Local Government Area (LGA),1,South Perth (C),0,2015,0,Females,174.0,4.297,4.2968991416215765,22273.0,780.7,474.9,86.0,35.0,20.1,159.5,451.0,22.0,12,34.3
12671,Local Government Area (LGA),1,South Perth (C),1,2016,0,Females,192.0,4.102,4.101617142312893,22212.0,863.7,477.6,88.0,37.0,19.3,150.3,546.0,26.8,18,48.7
12672,Local Government Area (LGA),1,South Perth (C),2,2017,0,Females,172.0,5.113,5.113003534250066,22143.0,776.1,433.7,88.0,31.0,18.0,126.5,550.0,27.1,18,58.1
12673,Local Government Area (LGA),1,South Perth (C),3,2018,0,Females,183.0,5.762,5.762033092499726,22132.0,826.2,468.1,88.0,27.0,14.7,106.2,366.0,18.1,9,33.3
12674,Local Government Area (LGA),1,South Perth (C),4,2019,0,Females,209.0,5.671,5.6709305430365085,22222.0,940.1,548.3,88.0,34.0,16.3,134.8,499.0,24.6,13,38.2
12675,Local Government Area (LGA),1,Stirling (C),0,2015,0,Females,646.0,4.927,4.927366676684379,111726.0,577.8,388.1,86.0,151.0,23.4,134.5,2940.0,28.6,82,54.6
12676,Local Government Area (LGA),1,Stirling (C),1,2016,0,Females,685.0,4.518,4.517564205898348,111755.0,612.8,387.6,86.0,141.0,20.6,119.7,2100.0,20.5,70,49.4
12677,Local Government Area (LGA),1,Stirling (C),2,2017,0,Females,691.0,4.27,4.269712289676888,111824.0,617.6,392.2,85.0,161.0,23.3,140.1,2937.0,28.7,82,50.8
12678,Local Government Area (LGA),1,Stirling (C),3,2018,0,Females,712.0,4.163,4.162554920469901,112492.0,632.8,390.3,86.0,162.0,22.8,135.5,2510.0,24.5,80,49.5
12679,Local Government Area (LGA),1,Stirling (C),4,2019,0,Females,690.0,5.808,5.80754272591539,113385.0,608.2,362.8,86.0,147.0,21.4,119.6,2309.0,22.4,69,46.9
12685,Local Government Area (LGA),1,Swan (C),0,2015,0,Females,247.0,4.989,4.989172657930874,66103.0,373.8,442.2,82.0,93.0,37.4,156.1,1673.0,26.4,45,48.4
12686,Local Government Area (LGA),1,Swan (C),1,2016,0,Females,262.0,4.11,4.110033318069173,68433.0,382.4,456.5,83.0,96.0,36.6,150.1,1800.0,27.4,50,52.0
12687,Local Government Area (LGA),1,Swan (C),2,2017,0,Females,272.0,4.299,4.298744181137223,70209.0,387.4,450.1,82.0,109.0,39.9,166.1,2029.0,30.2,51,47.2
12688,Local Government Area (LGA),1,Swan (C),3,2018,0,Females,274.0,5.454,5.454355644991084,71880.0,380.7,438.4,82.0,112.0,40.9,168.3,1805.0,26.2,56,50.2
12689,Local Government Area (LGA),1,Swan (C),4,2019,0,Females,262.0,4.454,4.454429407665064,73965.0,354.7,401.9,80.0,101.0,38.5,144.9,2200.0,31.1,55,54.2
12715,Local Government Area (LGA),1,Victoria Park (T),0,2015,0,Females,113.0,4.285,4.285292642548991,17891.0,632.3,566.6,87.0,36.0,31.7,240.8,722.0,42.9,17,48.3
12716,Local Government Area (LGA),1,Victoria Park (T),1,2016,0,Females,104.0,5.436,5.435955477577186,17900.0,578.6,485.6,87.0,29.0,27.9,194.1,543.0,32.3,14,47.6
12717,Local Government Area (LGA),1,Victoria Park (T),2,2017,0,Females,104.0,4.91,4.910317987466271,17900.0,583.4,468.1,88.0,25.0,24.3,166.3,392.0,23.3,11,43.3
12718,Local Government Area (LGA),1,Victoria Park (T),3,2018,0,Females,94.0,5.901,5.901355305283589,18019.0,519.4,438.2,87.0,23.0,24.1,138.1,374.0,22.1,10,46.0
12719,Local Government Area (LGA),1,Victoria Park (T),4,2019,0,Females,84.0,4.77,4.769943935043731,18221.0,461.0,361.0,88.0,23.0,27.5,132.7,414.0,24.2,10,41.3
12727,Local Government Area (LGA),1,Vincent (C),2,2017,0,Females,97.0,4.408,4.407831136448493,17840.0,544.7,443.4,86.0,21.0,21.2,133.0,274.0,16.3,9,41.6
12729,Local Government Area (LGA),1,Vincent (C),4,2019,0,Females,118.0,5.818,5.8175098349641425,18438.0,639.9,530.0,86.0,24.0,20.4,139.4,414.0,23.8,13,52.5
12740,Local Government Area (LGA),1,Wanneroo (C),0,2015,0,Females,361.0,5.252,5.251833614732947,94638.0,381.8,459.9,84.0,110.0,30.5,137.2,1799.0,19.8,50,45.4
12741,Local Government Area (LGA),1,Wanneroo (C),1,2016,0,Females,413.0,5.247,5.246833310335427,97948.0,421.8,502.7,83.0,128.0,31.0,149.6,2795.0,29.8,64,50.0
12742,Local Government Area (LGA),1,Wanneroo (C),2,2017,0,Females,352.0,5.975,5.975347809312517,100282.0,351.4,412.8,80.0,135.0,38.4,154.3,2397.0,25.0,60,44.4
12743,Local Government Area (LGA),1,Wanneroo (C),3,2018,0,Females,396.0,4.502,4.50214505437175,102716.0,385.9,443.6,82.0,126.0,31.8,135.4,2124.0,21.7,58,46.1
12744,Local Government Area (LGA),1,Wanneroo (C),4,2019,0,Females,394.0,5.952,5.951529554060928,105192.0,374.7,418.8,82.0,130.0,33.0,135.9,2733.0,27.3,73,56.2
12815,Local Government Area (LGA),1,Brighton (M),0,2015,0,Females,45.0,5.666,5.66584502028932,8233.0,547.5,629.8,74.0,24.0,53.0,292.2,519.0,65.7,16,66.5
12817,Local Government Area (LGA),1,Brighton (M),2,2017,0,Females,49.0,5.426,5.4262126143005975,8419.0,585.3,672.3,82.0,20.0,41.6,232.3,331.0,41.1,14,67.1
12819,Local Government Area (LGA),1,Brighton (M),4,2019,0,Females,50.0,5.67,5.669632105522862,8814.0,569.3,549.8,71.0,30.0,59.7,300.0,484.0,57.6,19,64.2
12820,Local Government Area (LGA),1,Burnie (C),0,2015,0,Females,94.0,4.329,4.329422291774423,10053.0,932.7,611.7,81.0,30.0,32.0,258.6,500.0,54.6,21,71.7
12821,Local Government Area (LGA),1,Burnie (C),1,2016,0,Females,93.0,4.336,4.3361184916899935,9976.0,935.0,596.8,81.0,29.0,31.5,241.1,362.0,39.8,14,49.1
12822,Local Government Area (LGA),1,Burnie (C),2,2017,0,Females,76.0,4.297,4.296928244394325,9953.0,762.6,454.4,84.0,23.0,30.9,176.3,225.0,24.8,12,53.2
12823,Local Government Area (LGA),1,Burnie (C),3,2018,0,Females,86.0,4.181,4.181148208501184,9979.0,866.3,537.1,82.0,27.0,31.8,224.6,324.0,35.6,14,52.7
12824,Local Government Area (LGA),1,Burnie (C),4,2019,0,Females,87.0,4.111,4.110503424118087,10060.0,863.8,584.3,78.5,31.0,35.6,270.8,446.0,48.7,12,40.2
12825,Local Government Area (LGA),1,Central Coast (M) (Tas.),0,2015,0,Females,129.0,5.103,5.102556326312763,11130.0,1155.5,661.7,82.0,40.0,30.9,233.6,373.0,37.0,16,41.2
12826,Local Government Area (LGA),1,Central Coast (M) (Tas.),1,2016,0,Females,99.0,5.339,5.339423781064316,11126.0,889.7,532.1,82.0,31.0,31.7,216.5,434.0,43.2,13,42.5
12827,Local Government Area (LGA),1,Central Coast (M) (Tas.),2,2017,0,Females,116.0,5.775,5.7745863575756715,11189.0,1033.3,582.0,83.0,28.0,24.5,176.9,338.0,33.6,14,50.9
12828,Local Government Area (LGA),1,Central Coast (M) (Tas.),3,2018,0,Females,84.0,4.058,4.057694852726121,11244.0,748.7,409.8,82.5,24.0,28.7,145.2,286.0,28.3,11,43.5
12829,Local Government Area (LGA),1,Central Coast (M) (Tas.),4,2019,0,Females,107.0,5.532,5.532347907897916,11274.0,949.1,508.8,84.0,27.0,25.1,165.6,324.0,32.2,13,50.1
12840,Local Government Area (LGA),1,Clarence (C),0,2015,0,Females,247.0,5.777,5.7773103137769635,27622.0,895.2,502.0,85.0,68.0,27.5,196.5,896.0,35.9,32,47.2
12841,Local Government Area (LGA),1,Clarence (C),1,2016,0,Females,244.0,4.663,4.662630313535284,27940.0,874.6,479.1,84.0,71.0,28.9,196.4,997.0,39.6,28,40.2
12842,Local Government Area (LGA),1,Clarence (C),2,2017,0,Females,277.0,5.313,5.313358461815984,28313.0,980.0,542.8,85.0,69.0,24.8,198.0,1037.0,40.7,25,35.8
12843,Local Government Area (LGA),1,Clarence (C),3,2018,0,Females,228.0,4.909,4.909355744076763,28676.0,794.6,441.8,84.0,53.0,23.1,149.3,827.0,32.0,22,40.8
12844,Local Government Area (LGA),1,Clarence (C),4,2019,0,Females,249.0,4.899,4.8991877364604015,29122.0,854.4,438.4,86.0,51.0,20.3,130.9,619.0,23.7,23,44.6
12848,Local Government Area (LGA),1,Derwent Valley (M),3,2018,0,Females,50.0,4.969,4.968674874691031,5121.0,973.3,675.5,77.0,22.0,43.1,310.9,282.0,59.9,10,48.0
12850,Local Government Area (LGA),1,Devonport (C),0,2015,0,Females,130.0,5.182,5.1815331960636515,13198.0,981.8,562.6,83.0,36.0,28.2,229.4,617.0,52.0,14,38.2
12851,Local Government Area (LGA),1,Devonport (C),1,2016,0,Females,138.0,4.58,4.579900096607643,13236.0,1043.0,568.5,84.0,32.0,22.9,195.8,448.0,37.6,15,47.5
12852,Local Government Area (LGA),1,Devonport (C),2,2017,0,Females,121.0,5.245,5.244671885901095,13236.0,911.5,473.0,86.0,26.0,21.3,142.2,327.0,27.5,7,27.0
12853,Local Government Area (LGA),1,Devonport (C),3,2018,0,Females,129.0,4.948,4.9475505739503784,13324.0,964.6,528.7,83.0,37.0,28.5,213.9,549.0,45.9,19,52.6
12854,Local Government Area (LGA),1,Devonport (C),4,2019,0,Females,137.0,5.222,5.221980647446837,13394.0,1020.5,564.7,81.5,42.0,30.5,239.5,543.0,45.3,16,37.8
12875,Local Government Area (LGA),1,Glenorchy (C),0,2015,0,Females,177.0,4.639,4.638671260688013,23390.0,757.9,463.4,84.0,51.0,28.7,178.9,633.0,29.8,26,51.0
12876,Local Government Area (LGA),1,Glenorchy (C),1,2016,0,Females,230.0,4.583,4.582758575976721,23513.0,978.1,617.2,84.0,72.0,31.2,253.6,956.0,44.7,44,61.2
12877,Local Government Area (LGA),1,Glenorchy (C),2,2017,0,Females,229.0,4.921,4.920934972877841,23732.0,965.5,602.0,84.0,75.0,32.6,259.6,1031.0,47.8,34,45.6
12878,Local Government Area (LGA),1,Glenorchy (C),3,2018,0,Females,203.0,5.943,5.943372730376802,23957.0,849.0,543.2,82.0,65.0,32.2,229.4,832.0,38.3,31,46.8
12879,Local Government Area (LGA),1,Glenorchy (C),4,2019,0,Females,231.0,4.154,4.154189940396415,24182.0,954.5,572.1,85.0,60.0,26.0,206.3,742.0,33.9,36,60.0
12880,Local Government Area (LGA),1,Hobart (C),0,2015,0,Females,270.0,4.471,4.471071879396061,25793.0,1047.0,603.1,86.0,47.0,17.3,176.4,964.0,41.0,27,57.5
12881,Local Government Area (LGA),1,Hobart (C),1,2016,0,Females,245.0,4.687,4.686726299224603,25991.0,943.1,536.2,86.0,54.0,22.0,198.3,1020.0,43.1,30,55.6
12882,Local Government Area (LGA),1,Hobart (C),2,2017,0,Females,261.0,4.939,4.938978496667464,26455.0,986.7,564.3,86.0,54.0,20.6,183.0,915.0,37.8,37,68.5
12883,Local Government Area (LGA),1,Hobart (C),3,2018,0,Females,208.0,5.341,5.340876768584094,26818.0,776.5,453.2,86.0,45.0,21.5,148.0,676.0,27.5,20,44.5
12884,Local Government Area (LGA),1,Hobart (C),4,2019,0,Females,221.0,4.991,4.99120038769938,27221.0,813.1,451.2,87.0,48.0,21.6,146.0,606.0,24.4,21,43.7
12885,Local Government Area (LGA),1,Huon Valley (M),0,2015,0,Females,62.0,5.532,5.531577157906713,8114.0,764.1,577.4,80.0,22.0,35.5,188.5,279.0,36.9,8,36.4
12886,Local Government Area (LGA),1,Huon Valley (M),1,2016,0,Females,54.0,5.41,5.410081936587613,8275.0,652.6,479.0,80.0,22.0,40.7,179.2,253.0,32.8,11,50.0
12888,Local Government Area (LGA),1,Huon Valley (M),3,2018,0,Females,59.0,4.88,4.879889284537049,8629.0,683.7,482.7,77.0,25.0,42.4,180.9,321.0,40.0,9,36.0
12889,Local Government Area (LGA),1,Huon Valley (M),4,2019,0,Females,62.0,5.651,5.651421931659829,8843.0,701.1,519.3,80.0,27.0,43.5,230.0,453.0,55.2,12,44.4
12900,Local Government Area (LGA),1,Kingborough (M),0,2015,0,Females,133.0,5.769,5.76949455727357,18272.0,728.9,493.8,86.0,35.0,26.3,156.3,526.0,31.2,17,48.6
12901,Local Government Area (LGA),1,Kingborough (M),1,2016,0,Females,108.0,4.303,4.303122162860556,18459.0,586.7,410.3,84.0,36.0,33.3,162.0,519.0,30.6,15,41.7
12902,Local Government Area (LGA),1,Kingborough (M),2,2017,0,Females,131.0,5.781,5.781340076326977,18839.0,696.6,447.6,86.0,28.0,21.3,118.2,425.0,24.6,12,42.9
12903,Local Government Area (LGA),1,Kingborough (M),3,2018,0,Females,114.0,4.282,4.282410962920508,19178.0,595.8,392.5,85.0,29.0,25.4,117.9,404.0,23.0,14,48.2
12904,Local Government Area (LGA),1,Kingborough (M),4,2019,0,Females,138.0,4.815,4.815440562088189,19409.0,711.8,454.1,85.0,35.0,25.3,136.1,463.0,26.1,19,54.3
12910,Local Government Area (LGA),1,Launceston (C),0,2015,0,Females,324.0,4.331,4.330792289180812,34151.0,949.1,562.4,83.0,78.0,24.1,196.4,1079.0,34.7,36,46.3
12911,Local Government Area (LGA),1,Launceston (C),1,2016,0,Females,333.0,5.793,5.793250142185171,34284.0,970.5,592.7,83.5,92.0,27.5,238.2,1474.0,47.3,40,43.8
12912,Local Government Area (LGA),1,Launceston (C),2,2017,0,Females,358.0,5.127,5.126729720470301,34425.0,1038.6,616.2,84.0,98.0,27.3,244.2,1593.0,51.0,51,52.6
12913,Local Government Area (LGA),1,Launceston (C),3,2018,0,Females,321.0,4.523,4.522639141137521,34682.0,924.7,557.6,84.0,88.0,27.6,223.5,1467.0,46.6,40,45.7
12914,Local Government Area (LGA),1,Launceston (C),4,2019,0,Females,324.0,5.208,5.207932791391716,34910.0,926.8,563.8,83.0,81.0,25.1,191.5,1026.0,32.3,40,49.7
12915,Local Government Area (LGA),1,Meander Valley (M),0,2015,0,Females,73.0,5.164,5.16383123026895,9905.0,734.9,457.2,81.0,24.0,32.8,186.1,363.0,40.3,14,58.2
12917,Local Government Area (LGA),1,Meander Valley (M),2,2017,0,Females,88.0,4.552,4.552185081208579,10111.0,865.6,502.7,82.5,33.0,37.4,235.8,474.0,52.0,14,42.6
12919,Local Government Area (LGA),1,Meander Valley (M),4,2019,0,Females,86.0,4.683,4.682813009595184,10285.0,840.3,471.6,82.0,27.0,30.9,202.8,489.0,53.1,11,40.9
12922,Local Government Area (LGA),1,Northern Midlands (M),2,2017,0,Females,64.0,4.255,4.2549124455280785,6616.0,973.9,680.3,78.0,24.0,37.6,276.6,370.0,61.0,8,33.3
12927,Local Government Area (LGA),1,Sorell (M),2,2017,0,Females,53.0,5.779,5.7789046428799615,7281.0,731.1,533.6,81.0,23.0,42.6,235.4,301.0,44.4,10,42.5
12940,Local Government Area (LGA),1,Waratah/Wynyard (M),0,2015,0,Females,88.0,4.541,4.540696840629496,6964.0,1263.6,756.1,82.0,27.0,30.7,269.7,355.0,56.4,12,44.4
12941,Local Government Area (LGA),1,Waratah/Wynyard (M),1,2016,0,Females,71.0,5.74,5.739636764103691,6920.0,1026.0,611.4,82.0,22.0,31.0,231.7,298.0,47.7,12,54.5
12942,Local Government Area (LGA),1,Waratah/Wynyard (M),2,2017,0,Females,73.0,5.642,5.64155351285817,6906.0,1057.1,597.4,82.0,23.0,31.5,220.3,256.0,41.3,10,43.5
12950,Local Government Area (LGA),1,West Tamar (M),0,2015,0,Females,93.0,4.077,4.076554377100526,11670.0,800.5,532.6,82.0,23.0,24.9,161.7,470.0,43.9,8,34.5
12951,Local Government Area (LGA),1,West Tamar (M),1,2016,0,Females,85.0,5.931,5.931166480270147,11746.0,720.3,455.8,83.0,28.0,32.6,163.9,385.0,35.8,13,47.1
12952,Local Government Area (LGA),1,West Tamar (M),2,2017,0,Females,98.0,5.351,5.351373468309394,11899.0,821.1,497.5,81.5,28.0,28.9,157.6,283.0,26.0,13,44.6
12954,Local Government Area (LGA),1,West Tamar (M),4,2019,0,Females,81.0,4.254,4.254304302462137,12189.0,663.9,399.3,83.0,24.0,29.5,133.1,299.0,27.2,10,40.3
12955,Local Government Area (LGA),1,Alice Springs (T),0,2015,0,Females,60.0,4.408,4.407999506470286,13456.0,445.9,652.9,70.5,34.0,56.7,274.5,927.0,70.8,21,61.8
12956,Local Government Area (LGA),1,Alice Springs (T),1,2016,0,Females,65.0,5.875,5.874570347404946,13532.0,480.3,674.5,72.0,36.0,55.4,299.3,666.0,50.8,18,50.0
12957,Local Government Area (LGA),1,Alice Springs (T),2,2017,0,Females,55.0,4.634,4.6343101988315505,13592.0,404.6,506.7,66.0,35.0,63.6,256.8,784.0,59.6,18,51.4
12958,Local Government Area (LGA),1,Alice Springs (T),3,2018,0,Females,73.0,5.637,5.636667160833418,13586.0,537.3,692.4,71.0,45.0,61.6,366.4,990.0,75.3,25,55.6
12959,Local Government Area (LGA),1,Alice Springs (T),4,2019,0,Females,46.0,5.458,5.457842000810164,13541.0,339.7,444.7,74.5,23.0,50.0,208.5,511.0,39.1,13,56.5
12980,Local Government Area (LGA),1,Darwin (C),0,2015,0,Females,130.0,4.976,4.975549083789446,40649.0,319.7,506.5,73.0,70.0,53.9,196.5,1385.0,35.0,34,48.6
12981,Local Government Area (LGA),1,Darwin (C),1,2016,0,Females,133.0,4.762,4.762407231863414,41307.0,322.5,506.7,75.0,64.0,48.2,177.2,1240.0,30.9,32,49.2
12982,Local Government Area (LGA),1,Darwin (C),2,2017,0,Females,141.0,5.369,5.369046752054615,41752.0,338.3,510.3,74.0,71.0,50.3,187.4,1510.0,37.3,40,56.9
12983,Local Government Area (LGA),1,Darwin (C),3,2018,0,Females,134.0,4.274,4.274085203975838,41279.0,325.7,476.3,76.0,62.0,46.5,161.2,1161.0,29.1,30,48.3
12984,Local Government Area (LGA),1,Darwin (C),4,2019,0,Females,146.0,5.213,5.2133913955117634,40743.0,359.0,510.9,76.0,70.0,48.1,181.1,1706.0,43.4,38,53.8
13005,Local Government Area (LGA),1,Palmerston (C),0,2015,0,Females,51.0,4.942,4.9416889063672045,17281.0,295.7,730.1,64.0,37.0,72.5,302.6,845.0,49.6,17,46.0
13006,Local Government Area (LGA),1,Palmerston (C),1,2016,0,Females,38.0,5.842,5.842191247153752,17725.0,214.5,556.5,66.5,29.0,76.3,290.2,586.0,33.5,16,55.2
13007,Local Government Area (LGA),1,Palmerston (C),2,2017,0,Females,39.0,4.3,4.299678700251331,18261.0,213.8,585.0,64.0,26.0,66.7,214.0,737.0,40.9,14,53.9
13008,Local Government Area (LGA),1,Palmerston (C),3,2018,0,Females,35.0,5.017,5.016750629845037,18840.0,186.1,481.3,70.0,20.0,57.1,160.9,461.0,24.8,12,59.9
13009,Local Government Area (LGA),1,Palmerston (C),4,2019,0,Females,50.0,5.741,5.740587036458203,19121.0,261.8,607.5,64.0,32.0,64.0,240.7,668.0,35.5,17,53.1
13045,Local Government Area (LGA),1,Unincorporated ACT,0,2015,0,Females,904.0,4.666,4.66643023490597,199576.0,453.0,407.7,84.0,266.0,29.4,136.3,4503.0,23.9,119,44.7
13046,Local Government Area (LGA),1,Unincorporated ACT,1,2016,0,Females,910.0,4.778,4.777913696644612,203324.0,447.6,401.4,84.0,251.0,27.6,126.0,4420.0,23.0,123,49.0
13047,Local Government Area (LGA),1,Unincorporated ACT,2,2017,0,Females,1128.0,5.423,5.42290047915308,207970.0,542.4,478.1,85.0,292.0,25.9,141.6,4816.0,24.6,134,45.9
13048,Local Government Area (LGA),1,Unincorporated ACT,3,2018,0,Females,1049.0,5.656,5.655799996671687,212415.0,493.8,435.8,84.0,295.0,28.1,139.7,5392.0,26.9,153,51.9
13049,Local Government Area (LGA),1,Unincorporated ACT,4,2019,0,Females,1043.0,4.376,4.376432749248236,215733.0,483.5,417.2,85.0,262.0,25.1,119.2,4089.0,20.2,115,43.9
13060,Local Government Area (LGA),1,Australia (total),0,2015,0,Females,77722.0,5.817,5.8170994905357665,11988343.0,648.3,464.3,84.0,20456.0,26.3,160.3,335009.0,30.2,"10,007",48.9
13061,Local Government Area (LGA),1,Australia (total),1,2016,0,Females,76637.0,4.206,4.206148631044149,12187868.0,628.8,447.8,84.0,20368.0,26.6,155.4,330634.0,29.3,"9,883",48.5
13062,Local Government Area (LGA),1,Australia (total),2,2017,0,Females,78051.0,5.847,5.846872195624875,12398090.0,629.5,445.1,85.0,20698.0,26.5,153.3,330401.0,28.8,"10,079",48.2
13063,Local Government Area (LGA),1,Australia (total),3,2018,0,Females,76173.0,4.53,4.529763783839276,12591646.0,604.9,425.9,84.0,20770.0,27.3,149.7,325077.0,27.9,"9,909",47.2
13064,Local Government Area (LGA),1,Australia (total),4,2019,0,Females,80955.0,4.59,4.589564960743601,12784216.0,633.2,441.5,84.0,22007.0,27.2,155.3,344865.0,29.2,"10,125",47.0
13065,Local Government Area (LGA),1,Albury (C),0,2015,2,Persons,425.0,5.606,5.6056514512608135,51509.0,825.1,578.8,84.0,123.0,28.9,219.5,1962.0,41.3,62,50.2
13066,Local Government Area (LGA),1,Albury (C),1,2016,2,Persons,462.0,5.088,5.088460345880868,52176.0,885.7,619.1,82.0,142.0,30.8,248.6,2284.0,47.6,62,43.8
13067,Local Government Area (LGA),1,Albury (C),2,2017,2,Persons,436.0,5.937,5.937101787649928,52894.0,824.1,574.0,82.0,142.0,32.6,241.4,2236.0,46.0,73,50.7
13068,Local Government Area (LGA),1,Albury (C),3,2018,2,Persons,446.0,5.967,5.9669169220839215,53579.0,833.3,582.7,81.0,142.0,31.8,239.4,2248.0,45.7,79,55.0
13069,Local Government Area (LGA),1,Albury (C),4,2019,2,Persons,545.0,4.552,4.551918337457923,54233.0,1004.1,697.1,81.0,186.0,34.1,302.7,3009.0,60.5,105,57.7
13070,Local Government Area (LGA),1,Armidale Regional (A),0,2015,2,Persons,230.0,4.791,4.790726087420345,29161.0,787.5,630.0,79.0,88.0,38.2,293.6,1597.0,58.9,52,58.9
13071,Local Government Area (LGA),1,Armidale Regional (A),1,2016,2,Persons,213.0,4.68,4.680083826847991,29308.0,725.4,565.4,79.5,67.0,31.6,216.9,1109.0,40.8,39,57.8
13072,Local Government Area (LGA),1,Armidale Regional (A),2,2017,2,Persons,204.0,4.16,4.160155350937974,29583.0,690.6,514.6,80.0,63.0,30.6,196.4,1033.0,37.7,33,53.0
13073,Local Government Area (LGA),1,Armidale Regional (A),3,2018,2,Persons,212.0,4.532,4.532408373540877,29664.0,715.9,544.9,79.0,67.0,31.6,219.4,1132.0,41.3,38,56.5
13074,Local Government Area (LGA),1,Armidale Regional (A),4,2019,2,Persons,217.0,5.037,5.037003305224534,29787.0,729.2,551.8,77.0,80.0,36.8,263.3,1623.0,59.1,39,48.4
13075,Local Government Area (LGA),1,Ballina (A),0,2015,2,Persons,436.0,5.826,5.826368716586823,42337.0,1028.7,520.3,83.0,111.0,25.6,205.6,1651.0,44.0,55,49.6
13076,Local Government Area (LGA),1,Ballina (A),1,2016,2,Persons,502.0,4.206,4.205648230386812,42997.0,1166.5,577.3,82.0,141.0,28.2,243.7,2030.0,53.4,76,53.9
13077,Local Government Area (LGA),1,Ballina (A),2,2017,2,Persons,432.0,4.919,4.919429370418784,43523.0,993.6,475.8,83.0,122.0,28.3,196.9,1594.0,41.4,41,33.6
13078,Local Government Area (LGA),1,Ballina (A),3,2018,2,Persons,472.0,4.644,4.644165694352843,44164.0,1067.7,529.5,82.0,136.0,28.9,227.3,1863.0,47.7,57,41.9
13079,Local Government Area (LGA),1,Ballina (A),4,2019,2,Persons,465.0,4.324,4.3237675451325055,44628.0,1043.0,491.7,84.5,113.0,24.3,184.9,1478.0,37.5,39,34.6
13085,Local Government Area (LGA),1,Bathurst Regional (A),0,2015,2,Persons,294.0,4.122,4.122121956636379,41703.0,705.3,582.2,79.0,111.0,37.7,254.7,1738.0,44.6,56,50.5
13086,Local Government Area (LGA),1,Bathurst Regional (A),1,2016,2,Persons,319.0,4.774,4.773984264504735,42246.0,755.4,615.7,79.0,119.0,37.2,264.7,2320.0,58.8,62,52.4
13087,Local Government Area (LGA),1,Bathurst Regional (A),2,2017,2,Persons,305.0,5.875,5.874511206134059,42744.0,713.6,572.0,79.0,104.0,34.0,223.0,1541.0,38.7,62,60.1
13088,Local Government Area (LGA),1,Bathurst Regional (A),3,2018,2,Persons,322.0,5.795,5.7945278536224905,43164.0,746.9,594.0,77.5,114.0,35.3,248.7,1984.0,49.4,56,49.6
13089,Local Government Area (LGA),1,Bathurst Regional (A),4,2019,2,Persons,327.0,5.762,5.76153712776445,43620.0,750.2,576.6,80.0,98.0,29.8,200.8,1339.0,33.0,41,42.2
